Date,Forecast,Lower_Bound,Upper_Bound
2003-01-06,20342.531228764976,-8338.318202288021,51486.89964129009
2003-01-09,31095.705680860963,3931.022197744476,60025.35873807083
2003-01-10,29741.622812697817,1606.4140553301158,59016.24089249303
2003-01-29,31933.258970195715,2853.281663796521,62214.86201908334
2003-01-31,33985.76139002158,2500.311191911356,64551.35876545339
2003-02-11,37398.17690227798,6696.0493835402285,68908.09107930487
2003-02-17,32486.39440281564,3426.8691679412723,60969.1788397182
2003-02-24,34048.75737000835,6637.829207562151,63000.286877416416
2003-03-03,30769.31339850089,1715.9010978606718,61952.442685235495
2003-03-10,24562.39720498801,-5521.436072478511,54142.7267763282
2003-03-18,27743.443392322297,-506.0115716014909,56399.27122471543
2003-03-24,19233.156507183536,-10974.881852650147,48595.169164649276
2003-03-25,27502.798320295435,-2867.3901125981583,54146.48230542367
2003-03-26,24126.818119464027,-2876.4861382224626,52117.48417236229
2003-04-01,28795.889702590594,-675.2022181008141,58291.45119748431
2003-04-04,27801.913778109898,-1405.9595587851784,58295.74058959596
2003-04-11,27127.205385291636,-3334.640050069557,57238.96021810768
2003-04-16,24210.767253576698,-3492.3935981279637,54700.4279890857
2003-04-21,20221.846179680964,-7945.737885181983,50283.74585348173
2003-04-28,23919.864959598883,-6709.310829121639,50383.756677695266
2003-04-29,32786.24890835084,4182.880691672183,60858.89775754647
2003-05-07,35098.173826889775,6646.965881438432,63369.327158482476
2003-05-08,40015.25138733839,9075.736331213384,69770.18435959375
2003-05-20,40509.384636726274,14078.574002888641,69528.68563138312
2003-05-21,36712.36572995697,6639.543686353171,64722.29918195367
2003-05-28,34783.95103405678,4474.0669312362215,65193.94325055319
2003-06-03,37197.76598836172,7177.92814405104,66712.35598434135
2003-06-06,35554.45939723674,8300.487863419592,66352.02640782371
2003-06-12,36434.93339826177,6352.204791333112,65832.92098478146
2003-06-16,26236.22883940756,-825.5362119879752,55403.02111979545
2003-06-27,29481.46032838554,697.2896978079591,57153.99863141357
2003-07-01,30818.649341584838,1056.9106743496068,59276.99936106685
2003-07-02,27501.67648432481,-381.50987183418323,57313.05704050597
2003-07-04,30541.99669768328,1981.9367204049129,56910.82121258917
2003-07-10,36286.67468793478,8283.427449635905,64634.17324369639
2003-07-16,36240.241178209864,9998.582221947008,64521.79136749694
2003-07-24,43175.31408818208,13038.270187373248,71995.4080931877
2003-08-01,39627.7689793622,9381.218980204325,68025.27913926775
2003-08-08,38945.36788398096,8082.14487226166,67878.6485726293
2003-08-10,44568.92277586614,14456.67175536255,76213.21666326726
2003-08-13,38283.0520273552,7078.950358999475,68681.64435571521
2003-08-25,40025.15188816023,11077.445825209974,70323.65109610076
2003-09-03,40510.10210581469,10418.965825293364,69324.82919909667
2003-09-05,40517.74999474213,11897.44671644278,71542.30623443279
2003-09-11,34242.760522327306,6439.00754095479,63103.46636988188
2003-09-12,30848.435750394096,2260.612443863213,58289.03817179434
2003-09-19,24030.11159181716,-4346.800863142709,52367.651552059084
2003-09-21,28609.13704442772,1450.5026577794883,56886.15479025925
2003-09-25,26408.758822887386,-3609.3447275864814,54683.02256187401
2003-09-28,32146.289936202193,4275.045564337409,61422.40082376962
2003-10-02,34466.597125818225,4648.745039096433,63264.91654262664
2003-10-04,20003.6717252769,-10112.860587253219,47063.602968260835
2003-10-05,42813.98384714749,12805.943114077716,74733.3507558661
2003-10-06,32572.148606568247,4331.1271924326165,62825.85010203719
2003-10-08,40942.045280362065,13680.741979217371,71529.07520090498
2003-10-10,47077.39889670859,17819.953556149336,76697.68176404138
2003-10-11,33130.36149027877,4895.142113069743,62462.39259395055
2003-10-17,58967.443335298216,29010.14433384485,85194.10353490294
2003-10-18,44512.849697923644,14320.822046832562,72093.55654725348
2003-10-20,55829.06487477664,26130.610546954093,86294.48785613565
2003-10-21,64978.811367890914,35192.84931063914,94884.18536187979
2003-10-22,62326.406303777614,34524.16334944249,88812.38309625509
2003-10-23,67450.14898990799,40246.148976754994,98620.66639382148
2003-10-28,68556.0912138363,40938.01830634611,97081.56304640112
2003-11-04,66319.36802312244,36767.633185392,96526.79758126324
2003-11-05,62094.98482556243,33058.52569517276,93467.81019538094
2003-11-06,65714.30445403402,36945.45820110567,93707.65622382135
2003-11-07,62904.58829111034,35212.464960579804,94166.80627261552
2003-11-08,46263.70308746647,18273.586837766226,74976.88288538741
2003-11-11,60742.24568313229,32515.333242768196,90576.17090609421
2003-11-12,56339.644612401346,27155.61681449538,84959.12915601644
2003-11-13,59859.84986342983,29435.397572075148,88305.47641590245
2003-11-14,57028.61155223635,27415.430671948972,88507.30904045375
2003-11-18,55479.779894592735,26559.73275065116,83490.59817383671
2003-11-19,51375.120118391955,22240.89405720691,80877.32738118351
2003-11-20,55234.82853052711,25953.777217216626,84641.3712006924
2003-11-21,52774.781713128716,22653.90845801611,82262.29273050882
2003-11-25,52808.82336299617,24806.73341918373,81379.65229990818
2003-11-26,49067.54250550887,17894.65440295011,76225.39819207837
2003-11-27,53255.47781914474,27155.247679331078,83962.74462708682
2003-12-01,43703.37560315852,15421.244073520658,71700.59186257231
2003-12-02,51628.927723649525,22502.09275092529,81440.40192175421
2003-12-03,47835.157670906214,18735.147690071422,77224.49117169323
2003-12-05,49509.11425241836,22669.258422881834,79351.62886281927
2003-12-09,48553.77659343837,18206.911492836356,77273.94280028639
2004-01-02,27436.603334627587,-2160.331391505789,54561.536793895924
2004-01-09,30541.48321966511,2030.8358247884778,58615.631885887495
2004-01-12,25658.965973186037,-4553.674747262292,57355.91717269023
2004-01-15,36441.97861116741,4839.92476410753,64877.40171262141
2004-01-16,34935.98092019033,4423.825687849347,65904.20428246507
2004-01-22,38623.729454004664,6666.147524425245,68737.1842841141
2004-01-26,29499.753590220014,-395.33779698271735,57733.198570439745
2004-01-29,37964.277167286964,11701.076453785978,69336.28610601446
2004-02-02,28591.162812246635,-864.3641746532171,57175.009270360235
2004-02-04,33215.96943594486,4258.313455950737,64295.12129673475
2004-02-10,38432.13194943377,7097.69255741743,67798.99365410602
2004-02-12,40229.00582332811,12745.233622994981,69620.29665907484
2004-02-18,39049.07758355078,9930.030153881838,70173.42071963022
2004-02-19,43815.369201456415,13674.385668205296,74159.69813308422
2004-02-20,42132.18513220012,13050.09956652312,72064.79146263604
2004-02-21,26574.502578188847,-1773.437377676057,56282.835959020216
2004-02-22,47757.383068662166,19039.00276958104,79417.64185714698
2004-02-26,44260.08409468067,14726.687607054106,73008.58948452248
2004-03-02,40726.54426006068,13721.243923470725,71349.53040978918
2004-03-10,30132.40754537366,-377.73892812535263,58346.20636646669
2004-03-11,33667.63235851572,5526.425364707447,63181.073511779236
2004-03-15,22136.026148222445,-5986.485598686472,52046.60844552029
2004-03-19,27772.762253331966,-3826.2914849437866,57612.563794303795
2004-03-20,11843.351565754063,-17287.42894370319,41097.50224709454
2004-03-29,21936.937242209577,-8532.999824115615,50387.25449076389
2004-04-02,29385.6047455294,-301.31727646607544,58844.22035543871
2004-04-03,13612.384486487637,-13434.9428745887,41673.916002711965
2004-04-05,22504.525839611964,-6795.774982547663,51244.77976328627
2004-04-09,28963.051020484592,-3032.0360753119257,57024.59978634018
2004-04-12,21587.554974829058,-9612.88776948799,49785.40784654879
2004-04-13,29581.271557308904,-507.5532121419738,60064.81154965811
2004-04-20,29916.312664552934,-1541.9458453343887,58179.65445585478
2004-04-26,24685.732137055886,-5146.831458588928,53190.17012783483
2004-04-29,35797.89352437234,7204.332960626225,63710.958715389286
2004-05-04,38810.13934426116,10364.446101633032,66579.89138792186
2004-05-05,35947.0579745999,7690.372321970788,64596.65665478122
2004-05-07,39490.160341889154,10816.99617078453,68645.18834464042
2004-05-08,24183.40462606228,-4974.529126708503,51035.74825567354
2004-05-11,42334.15585417757,12126.766148678349,71347.49954277335
2004-05-18,42411.32396992148,12338.579860839507,71105.05356624952
2004-05-26,36739.054794591684,7475.5562474721755,66151.64844736556
2004-06-01,39023.38632761571,8432.143648022513,69023.64766563804
2004-06-04,37365.24074119446,6632.078948603953,65934.90526456381
2004-06-08,37978.85983786711,9749.39144142169,69525.35541940811
2004-06-14,28313.476361481196,-2691.500046472176,56756.96208504686
2004-06-15,36091.28181473488,6335.6887161793575,64072.87091627783
2004-06-17,36135.15803992648,7202.179896511751,64479.12908175625
2004-06-24,33584.53785615715,4183.429142340421,62229.00334612718
2004-06-28,24107.517286818078,-2113.787259063215,52637.5679358734
2004-06-30,28859.58052327287,805.2656773628457,58870.686873124105
2004-07-02,31693.949609142703,4388.240709104793,63072.4579276777
2004-07-06,34868.88260997394,5344.461356361575,64326.21012542256
2004-07-07,31966.074014341466,1779.7479202870784,60610.87143980119
2004-07-16,40648.7789556603,11630.418980419274,68027.5947774913
2004-07-19,35139.29814140285,4259.040945269985,65042.29060161622
2004-07-20,43575.21878191356,14998.442604028482,73190.50540915593
2004-07-21,40250.13890411165,11985.965314800738,68434.48010281734
2004-07-23,42780.79051576747,11166.204646732307,70572.68260607342
2004-08-02,33948.82530069859,4601.9057206646985,62982.32409208724
2004-08-04,38213.33704091309,8865.171054103434,66401.89998759721
2004-08-06,40472.38983139963,10876.34019494627,69062.87621649378
2004-08-09,34039.34882589575,5080.9178297145245,63287.2639429224
2004-08-17,46353.29351082384,18857.307045228295,74608.09951095785
2004-08-19,48417.64839674202,18749.978152727832,76800.94481631932
2004-08-20,46967.02553382801,17261.679410940927,74514.83048634304
2004-08-21,31663.288193090324,3498.6906411581735,62289.42756318024
2004-08-27,48512.768877283,20152.77566917305,77927.69709229442
2004-08-28,32414.342553137343,2696.649446993451,63797.09429874275
2004-08-30,40344.0893523155,10126.721823892183,69531.76769025908
2004-09-01,43374.07680139344,13604.321919761423,72140.34207091152
2004-09-03,43649.08023311551,14674.46505417909,71475.81461898517
2004-09-07,39684.80336220949,10714.353068430793,69849.00795695258
2004-09-08,34715.41487242789,6468.1895607643155,64480.97488667408
2004-09-09,37641.32302531634,10339.118876164379,66141.8167905399
2004-09-10,34200.11156412267,7126.400054049163,63338.145817707016
2004-09-15,25735.858675377676,-2518.5740203593523,55957.5276214227
2004-09-16,29182.93452820972,2146.1969856255723,60147.45044414309
2004-09-27,21417.797201630383,-7589.199565321156,52644.4815469303
2004-09-30,34177.03796114779,5288.365847084555,64456.87505619815
2004-10-06,40197.25737857567,9371.65850068593,68171.49644129157
2004-10-11,45062.70492318226,14848.644367398454,72749.49599097592
2004-10-13,53175.895814217256,26486.324406622534,84925.87861977027
2004-10-14,59195.23758725739,28277.032155299727,87750.3407077599
2004-10-15,58752.14571495726,27881.899533573305,88788.87557658915
2004-10-16,44423.56212907215,16555.646312826535,72835.80230835365
2004-10-21,68102.16138909795,40173.67694520655,95301.25059622347
2004-10-22,66877.5653730337,37511.269175084024,97593.56430699497
2004-10-29,68893.8806305404,38844.192743632346,98765.55200642864
2004-11-01,61070.357144941176,32504.785186410223,90813.96981558975
2004-11-02,68696.58852723126,39624.592700608795,96649.54084221454
2004-11-03,64561.979962059035,37100.556848942535,94681.29861650844
2004-11-04,68257.78018968942,37937.468352450065,97619.89214977292
2004-11-05,65510.62454326935,36519.7309230743,94032.16376779482
2004-11-09,63453.71642989148,34015.62491099909,92356.65944924582
2004-11-10,59041.826631938486,32650.69426424418,89045.40472057898
2004-11-12,59673.5929448915,31394.86527738759,88689.42480022395
2004-11-15,50446.50623900679,22296.834528176634,79413.00898216978
2004-11-16,57890.82168241983,27181.06286440894,85987.772914782
2004-11-17,53712.4418995514,24108.777749115983,80441.21026643437
2004-11-18,57496.27482464236,28084.187987197776,88205.32756233198
2004-11-19,54960.32531581666,26165.153716733283,83556.36582132096
2004-11-20,38691.17264005222,12001.86997306721,67792.15050119741
2004-11-21,59312.15864397571,30325.252767119782,90427.53393804183
2004-11-22,46886.2946225964,15884.371501175052,76014.837779103
2004-11-23,54732.76923139158,26897.80544030793,85006.20941406232
2004-11-24,50946.40605462079,22491.856352051906,80741.81265231853
2004-11-25,55100.73503277288,26839.445239943445,84643.68936398327
2004-11-29,45549.429693037295,16642.85212404192,73937.58873247645
2004-12-01,49767.58960001287,19733.15505334699,80336.36539826769
2004-12-02,53888.740040647586,22943.862733466478,82288.769624287
2004-12-03,51580.081544265144,22132.80867059651,81483.5553610526
2004-12-04,35418.288615622245,8626.771220309221,63980.54758316042
2004-12-07,51008.83265044187,22252.23865939471,80344.50360691918
2004-12-09,50436.29940514869,20199.24104146625,79344.4188537246
2004-12-10,47595.41583781954,18884.035439320804,75772.28103212756
2004-12-15,40119.37974230394,11705.192518348229,67359.89617027318
2004-12-17,40058.96800172841,12016.417459922379,70726.25360707847
2005-01-05,27938.49857058432,-791.0926721271152,56472.36199924911
2005-01-06,32818.21764132082,3853.6710650448827,59776.75545321684
2005-01-07,31378.88857984782,1638.2203277562232,62781.73259517199
2005-01-10,26449.732261683734,-4804.953889837745,56585.50749329083
2005-01-12,32364.74049291956,2666.0390108638135,62114.06352545613
2005-01-19,35590.70880148634,7327.095369823368,65299.7753242568
2005-01-20,40128.42436987368,8969.247131800428,71257.88399196138
2005-01-23,43433.963367721306,12577.583509713282,72125.72172961215
2005-01-26,35605.934173056754,5872.186533840056,63396.80451208527
2005-01-31,30303.941255621845,3465.488147717004,59893.70272520915
2005-02-02,34794.173936624786,6302.889424659826,64156.34760369134
2005-02-03,39185.21471396984,8658.999943615956,66065.53720940124
2005-02-08,39536.953611566336,9840.482470514338,67924.73284016468
2005-02-09,36404.34070669614,9212.180070822455,63212.54464144939
2005-02-10,41224.793742413305,12665.881250614955,70922.88096348481
2005-02-16,40089.99412775405,11058.126386625785,69831.34023381367
2005-02-17,44924.716771379324,16301.32168805708,75651.92729175014
2005-02-22,45492.38126442245,18402.446110657755,73637.49257101117
2005-02-23,41939.81979845108,12556.646192106336,70237.35326972684
2005-02-28,35748.17429518405,5640.341022605963,64538.6259180113
2005-03-01,43253.68666077657,14643.90337513139,73686.01634825036
2005-03-02,38998.94986146166,11404.71816025438,68078.49526958831
2005-03-03,42576.62879564725,13532.726885372891,71991.07095861158
2005-03-04,39715.61427313896,9694.420668584477,68435.28321864929
2005-03-09,32854.192980718595,4439.056940091396,62928.195256774336
2005-03-10,36332.93960571424,7697.025774025572,67039.14089196007
2005-03-15,32023.825829272253,3308.9625519852166,61885.6245405247
2005-03-17,31976.76722584214,5069.471542310732,59172.650725939384
2005-03-23,27027.3533308822,70.47702587390283,58412.15948805792
2005-03-28,23323.6102396796,-6047.139946484105,52674.32050268029
2005-03-30,28286.234776629117,-864.8559015675817,58057.510905708405
2005-04-01,30905.861414123265,1444.5210163316597,59208.06969452214
2005-04-03,36248.69408129772,8841.912881585742,64913.96622398102
2005-04-07,32928.3213852824,2038.505355611985,60316.61208668198
2005-04-08,30779.38380149658,1810.5101002157073,60587.41727573003
2005-04-14,31936.88259052899,2112.520976910275,61199.47764781047
2005-04-15,29831.802606485406,-581.7342373631243,61289.63063758776
2005-04-22,30915.73429074597,3415.8776901952583,60236.84014221461
2005-04-23,15531.21577994281,-14646.809420324513,45123.752410351095
2005-05-01,41956.634030280766,14948.770187751818,73208.62567838847
2005-05-03,39530.96041933757,10266.9543402822,66350.69178293456
2005-05-05,41767.79306564731,11994.258389951025,69526.37428165623
2005-05-06,40391.423047892975,11796.332956529594,71463.64848885435
2005-05-09,35074.313387851864,4250.33645578195,62755.051931735856
2005-05-10,43590.40036899544,15126.776649871294,75760.08142645434
2005-05-13,43074.52452781531,13924.589618989427,71163.85403998755
2005-05-17,44247.939422145224,15539.15404858383,73660.50987206225
2005-05-29,45225.73423319931,14933.542228011913,74393.70961454166
2005-05-30,32926.921349027485,4144.448698801728,63197.648380261635
2005-05-31,40867.92698376924,11231.654227877016,68739.89353370841
2005-06-01,37148.12832159499,7495.4701191165805,65093.24748533728
2005-06-02,41345.98155874792,14224.345695946737,69767.4798876984
2005-06-03,39173.79489157457,9602.174519876953,67232.81859739657
2005-06-04,23213.451652289194,-5938.490781587911,54511.76450879771
2005-06-05,44084.832535714675,15883.281313180576,74102.90097415814
2005-06-06,31848.935683915523,1450.6153693942317,60969.068550377364
2005-06-07,39824.56808400545,12751.736893048288,69753.1971201485
2005-06-08,36107.94867073788,7734.539908299684,66273.25903274414
2005-06-09,40275.88008235146,11177.601608047313,69601.13441422455
2005-06-10,38040.586481013706,7727.852567594625,68597.8843150969
2005-06-11,21985.449461344175,-6278.3268169983385,52488.16117505021
2005-06-12,42733.39043522897,13968.78997568084,72101.09130703102
2005-06-13,30349.89932256791,3453.1799526585996,59838.625624798646
2005-06-14,38159.5856567962,9195.50761750814,70238.5157216003
2005-06-15,34265.59666527839,3743.900534245171,63446.291204055335
2005-06-16,38252.56483126319,9279.613117419436,66386.95882038746
2005-06-17,35841.18913699232,7543.23774708475,67283.68217580342
2005-06-18,19623.689824349913,-8687.96708013314,47865.620402203465
2005-06-19,40231.893670594014,10365.321951208445,70203.6322097859
2005-06-20,27739.95875610177,-1747.3681048100668,55321.77048388279
2005-06-21,35480.62424543319,8256.661491617575,63025.35873947873
2005-06-22,31564.33913825504,1934.2514713296605,59361.361633874476
2005-06-23,35581.94159508639,8127.700566493104,64779.47227668215
2005-06-24,33259.00156225187,6542.249332326953,62957.725354996524
2005-06-25,17191.074228407215,-12352.031952136043,45869.482910088904
2005-06-26,38011.627939136335,9328.977068819193,68045.40262196596
2005-06-27,25794.660908220667,-2110.386254297445,55765.41810412066
2005-06-28,33870.89617280026,4562.651612772314,62055.873683493955
2005-06-29,30346.9111134341,-970.9697374852967,60181.46959942567
2005-06-30,34807.87386951938,4433.837987604691,65150.89608860164
2005-07-01,32971.998425854246,4309.132900995318,61482.26149951013
2005-07-02,17425.963300784613,-10754.672327075808,47460.53853181617
2005-07-03,38793.05327178392,6361.977128255708,68277.05148090889
2005-07-04,27136.032809273216,-2536.934794536887,58033.79978107622
2005-07-05,35773.633679838815,6398.010673050868,64813.77402398694
2005-07-06,32800.004930233576,568.6351574135717,61744.21755189676
2005-07-07,37787.788577819476,8765.70392081098,66468.40179361207
2005-07-08,36442.92314288493,8257.966407917349,65329.72386582122
2005-07-09,21340.409949239478,-8493.635763369404,52523.33447247319
2005-07-10,43092.79155371224,14615.26309937062,71537.45924885527
2005-07-11,31753.34111758562,2866.1285617015137,63614.839252453414
2005-07-12,40632.83582695341,11920.866919662447,69205.16891595598
2005-07-13,37819.25399867066,7962.770239938273,66885.92594576465
2005-07-14,42881.05165060688,13958.048053915345,71938.2749044433
2005-07-15,41522.11437961471,13684.949871030518,70526.34571954126
2005-07-16,26317.614621017365,-3506.016998544848,55049.91636223289
2005-07-17,47882.52038780958,17003.27196093116,77670.88796703282
2005-07-18,36274.752732658344,7455.768893363831,65258.61752616116
2005-07-19,44811.86521619691,16249.952476676654,71922.37415480065
2005-07-20,41590.58694729446,11500.525558964975,69707.81903815953
2005-07-21,46189.888612768096,15342.10211991317,73708.38655001816
2005-07-22,44325.67259079016,14525.740731885711,73332.205066469
2005-07-23,28586.323952502033,-1370.0913561125608,59626.36118081076
2005-07-24,49600.876471800366,19693.750725289556,78416.47693215717
2005-07-25,37441.79998571025,9006.45272763838,65373.42900033187
2005-07-26,45441.2923143708,15860.525431728624,75044.93788817969
2005-07-27,41710.427784384556,8471.278811316282,70475.76002496404
2005-07-28,45841.83251432332,15366.894530710668,75761.05587356047
2005-07-29,43563.99826402981,13628.153681371821,73855.37639865367
2005-07-30,27476.482026036363,-2582.248726686622,54954.037169293006
2005-07-31,48217.7552350377,19651.521654577024,76807.81338640378
2005-08-01,35867.717798128695,5954.299326388862,63727.87096641349
2005-08-02,43763.767879496656,15283.089860727534,74589.0398313076
2005-08-03,40019.78584929768,10374.371217150101,67906.77245789942
2005-08-04,44228.707390202355,14353.571866725786,73854.38621096872
2005-08-05,42116.8007287092,12380.740946846117,71655.03482688274
2005-08-06,26278.896574800194,-3469.85990314468,57252.8840686011
2005-08-07,47346.33425308582,17505.509923702728,75846.45355835783
2005-08-08,35389.63704439478,6682.829161354584,63998.82233886789
2005-08-09,43734.80375366581,12423.358773027803,72869.03596358304
2005-08-10,40482.569371367994,12060.725109469153,69681.37110575743
2005-08-11,45211.30280147202,14851.56459352102,74926.74918766334
2005-08-12,43631.648317497566,13518.206425293745,71999.92315485285
2005-08-13,28322.149964716387,-3365.810039207297,58034.11459841151
2005-08-14,49897.61221792532,21939.628795295743,76751.4769412626
2005-08-15,38412.19921141981,7379.123345176128,68254.73104847799
2005-08-16,47176.14860895226,16319.47104357007,74980.21487521834
2005-08-17,44275.44208648217,16144.506384915174,73590.89103624751
2005-08-18,49275.08984745426,19940.81860494563,80499.36856317127
2005-08-19,47874.125902668486,19514.12197450338,77463.25270806704
2005-08-20,32641.544289106336,2173.629809138372,63030.39539707742
2005-08-21,54184.921614353225,24115.951514299177,82387.91655992925
2005-08-22,42553.721647225786,12463.972912887359,72803.97111787269
2005-08-23,51056.15292012602,20076.87228165913,79307.11563377276
2005-08-24,47778.91783152842,16902.354293942426,75344.45768383429
2005-08-25,52290.50888415021,23636.739472106638,84359.77071230623
2005-08-26,50296.1487381032,23324.780172809555,81261.11229318153
2005-08-27,34373.60592136127,5092.720138715687,62406.710393153735
2005-08-28,55141.63491105873,27176.848242094813,83684.57150823352
2005-08-29,42663.041186434784,12369.534115460923,71683.75504441434
